linha	categoria_historica	pred_naive_bayes	conf_naive_bayes	acerto_naive_bayes	pred_regressao_logistica	conf_regressao_logistica	acerto_regressao_logistica	pred_linear_svc	conf_linear_svc	acerto_linear_svc	pred_sgd	conf_sgd	acerto_sgd	pred_extra_trees	conf_extra_trees	acerto_extra_trees	pred_random_forest	conf_random_forest	acerto_random_forest	pred_lstm	conf_lstm	acerto_lstm
11930	Suprimentos / Apoio Técnico > Materiais	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.4224	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.0711	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0319	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0686	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.47	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.19	0	Elétrica > Instalações elétricas	0.2668	0
11931	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.5337	1	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.3127	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0495	1	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.1804	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.54	1	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.335	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.4109	0
11932	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.5985	1	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.1821	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.039	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.1276	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.345	1	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.33	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.2851	1
11933	Elétrica > Iluminação	Elétrica > Iluminação	0.6228	1	Elétrica > Iluminação	0.5819	1	Elétrica > Iluminação	0.1309	1	Elétrica > Iluminação	0.4744	1	Elétrica > Iluminação	0.96	1	Elétrica > Iluminação	0.91	1	Elétrica > Iluminação	0.9583	1
11934	Elétrica > Instalações elétricas	Estrutura Predial > Esquadrias, porta, portão e janelas	0.393	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.1651	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0458	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.1558	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.46	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.46	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.8127	0
11935	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	Elétrica > Instalações elétricas	0.5293	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.861	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.1409	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.6048	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.825	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.875	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.787	1
11936	Equipamentos de Transporte > Elevador	Climatização > Ar condicionado	0.2591	0	Equipamentos de Transporte > Elevador	0.4862	1	Equipamentos de Transporte > Elevador	0.0769	1	Equipamentos de Transporte > Elevador	0.3959	1	Equipamentos de Transporte > Elevador	0.535	1	Equipamentos de Transporte > Elevador	0.45	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.183	0
11937	Manutenção Preventiva > Reservatório	Manutenção Preventiva > Reservatório	0.9999	1	Manutenção Preventiva > Reservatório	0.817	1	Manutenção Preventiva > Reservatório	0.123	1	Manutenção Preventiva > Reservatório	0.6987	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.9575	1
11938	Manutenção Preventiva > Reservatório	Manutenção Preventiva > Reservatório	0.9998	1	Manutenção Preventiva > Reservatório	0.7909	1	Manutenção Preventiva > Reservatório	0.1195	1	Manutenção Preventiva > Reservatório	0.6869	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.8615	1
11939	Manutenção Preventiva > Reservatório	Manutenção Preventiva > Reservatório	0.9998	1	Manutenção Preventiva > Reservatório	0.8312	1	Manutenção Preventiva > Reservatório	0.121	1	Manutenção Preventiva > Reservatório	0.6945	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.786	1
11940	Manutenção Preventiva > Reservatório	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.8841	1	Manutenção Preventiva > Reservatório	0.1461	1	Manutenção Preventiva > Reservatório	0.7103	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.9954	1
11941	Manutenção Preventiva > Reservatório	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.8769	1	Manutenção Preventiva > Reservatório	0.1379	1	Manutenção Preventiva > Reservatório	0.7244	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.8451	1
11942	Manutenção Preventiva > Reservatório	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.8759	1	Manutenção Preventiva > Reservatório	0.1574	1	Manutenção Preventiva > Reservatório	0.7085	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.9678	1
11943	Manutenção Preventiva > Reservatório	Manutenção Preventiva > Reservatório	0.9999	1	Manutenção Preventiva > Reservatório	0.876	1	Manutenção Preventiva > Reservatório	0.151	1	Manutenção Preventiva > Reservatório	0.7319	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.96	1
11944	Elétrica > Iluminação	Elétrica > Iluminação	0.7908	1	Elétrica > Iluminação	0.8653	1	Elétrica > Iluminação	0.1341	1	Elétrica > Iluminação	0.5966	1	Elétrica > Iluminação	0.96	1	Elétrica > Iluminação	0.91	1	Elétrica > Iluminação	0.4216	1
11945	Estrutura Predial > Telhados, calhas, rufos, etc.	Climatização > Ar condicionado	0.476	0	Estrutura Predial > Telhados, calhas, rufos, etc.	0.3169	1	Estrutura Predial > Telhados, calhas, rufos, etc.	0.0673	1	Estrutura Predial > Telhados, calhas, rufos, etc.	0.2706	1	Estrutura Predial > Telhados, calhas, rufos, etc.	0.44	1	Estrutura Predial > Telhados, calhas, rufos, etc.	0.41	1	Estrutura Predial > Telhados, calhas, rufos, etc.	0.2843	1
11946	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.9921	1	Hidrossanitária > Hidráulica	0.7239	1	Hidrossanitária > Hidráulica	0.1451	1	Hidrossanitária > Hidráulica	0.5758	1	Hidrossanitária > Hidráulica	0.92	1	Hidrossanitária > Hidráulica	0.81	1	Hidrossanitária > Hidráulica	0.6002	1
11947	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.9777	1	Hidrossanitária > Hidráulica	0.4876	1	Hidrossanitária > Hidráulica	0.1184	1	Hidrossanitária > Hidráulica	0.4112	1	Hidrossanitária > Hidráulica	0.815	1	Hidrossanitária > Hidráulica	0.6	1	Hidrossanitária > Hidráulica	0.8533	1
11948	Outros > Erro de chamado	Climatização > Ar condicionado	0.2655	0	Outros > Erro de chamado	0.2088	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.0356	0	Outros > Erro de chamado	0.1541	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.34	0	Outros > Erro de chamado	0.28	1	Suprimentos / Apoio Técnico > Transporte	0.2145	0
11949	Estrutura Predial > Esquadrias, porta, portão e janelas	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.6222	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.2047	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0345	1	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.1306	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.465	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.315	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.2908	0
11950	Estrutura Predial > Esquadrias, porta, portão e janelas	Estrutura Predial > Esquadrias, porta, portão e janelas	0.2802	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.1158	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0381	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0938	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.395	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.25	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.3661	1
11951	Manutenção Preventiva > Reservatório	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.8879	1	Manutenção Preventiva > Reservatório	0.135	1	Manutenção Preventiva > Reservatório	0.7319	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.9543	1
11952	Manutenção Preventiva > Reservatório	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.8622	1	Manutenção Preventiva > Reservatório	0.1301	1	Manutenção Preventiva > Reservatório	0.7192	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.7382	1
11953	Manutenção Preventiva > Reservatório	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.8211	1	Manutenção Preventiva > Reservatório	0.1247	1	Manutenção Preventiva > Reservatório	0.6837	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.9983	1	Manutenção Preventiva > Reservatório	0.9938	1
11954	Manutenção Preventiva > Reservatório	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.849	1	Manutenção Preventiva > Reservatório	0.1306	1	Manutenção Preventiva > Reservatório	0.6994	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.7289	1
11955	Manutenção Preventiva > Reservatório	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.8378	1	Manutenção Preventiva > Reservatório	0.1299	1	Manutenção Preventiva > Reservatório	0.6861	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.8163	1
11956	Manutenção Preventiva > Reservatório	Manutenção Preventiva > Reservatório	0.9999	1	Manutenção Preventiva > Reservatório	0.8217	1	Manutenção Preventiva > Reservatório	0.1245	1	Manutenção Preventiva > Reservatório	0.6998	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.99	1	Manutenção Preventiva > Reservatório	0.9961	1
11957	Climatização > Ar condicionado	Climatização > Ar condicionado	0.9163	1	Climatização > Ar condicionado	0.1905	1	Climatização > Ar condicionado	0.0615	1	Climatização > Ar condicionado	0.2099	1	Climatização > Ar condicionado	0.63	1	Climatização > Ar condicionado	0.54	1	Climatização > Ar condicionado	0.943	1
11958	Elétrica > Iluminação	Elétrica > Iluminação	0.5738	1	Elétrica > Iluminação	0.6627	1	Elétrica > Iluminação	0.1617	1	Elétrica > Iluminação	0.5386	1	Elétrica > Iluminação	0.7	1	Elétrica > Iluminação	0.735	1	Elétrica > Iluminação	0.9769	1
11959	Outros > Erro de chamado	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3936	0	Outros > Erro de chamado	0.1234	1	Outros > Erro de chamado	0.0342	1	Outros > Erro de chamado	0.0965	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.275	0	Suprimentos / Apoio Técnico > Materiais	0.25	0	Outros > Erro de chamado	0.1032	1
11960	Elétrica > Instalações elétricas	Climatização > Ar condicionado	0.4316	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0727	0	Elétrica > Instalações elétricas	0.0324	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0583	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.355	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.245	0	Elétrica > Iluminação	0.3879	0
11961	Estrutura Predial > Forro	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3867	0	Estrutura Predial > Forro	0.9217	1	Estrutura Predial > Forro	0.1694	1	Estrutura Predial > Forro	0.5055	1	Estrutura Predial > Forro	0.605	1	Estrutura Predial > Forro	0.69	1	Estrutura Predial > Forro	0.9793	1
11962	Climatização > Ar condicionado	Climatização > Ar condicionado	0.9837	1	Climatização > Ar condicionado	0.7048	1	Climatização > Ar condicionado	0.1213	1	Climatização > Ar condicionado	0.6529	1	Climatização > Ar condicionado	0.78	1	Climatização > Ar condicionado	0.535	1	Climatização > Ar condicionado	0.9326	1
11963	Estrutura Predial > Esquadrias, porta, portão e janelas	Estrutura Predial > Esquadrias, porta, portão e janelas	0.5648	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.3843	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0594	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.297	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.555	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.43	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.6955	1
11964	Climatização > Ar condicionado	Climatização > Ar condicionado	0.9649	1	Climatização > Ar condicionado	0.5997	1	Climatização > Ar condicionado	0.1281	1	Climatização > Ar condicionado	0.5563	1	Climatização > Ar condicionado	0.98	1	Climatização > Ar condicionado	0.95	1	Climatização > Ar condicionado	0.6657	1
11965	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.5538	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0971	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0437	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0813	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.475	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.245	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.2541	1
11966	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.6625	1	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.1082	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0329	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.1003	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.425	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.2	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.3735	0
11967	Climatização > Ar condicionado	Climatização > Ar condicionado	0.9811	1	Climatização > Ar condicionado	0.4423	1	Climatização > Ar condicionado	0.0973	1	Climatização > Ar condicionado	0.4727	1	Climatização > Ar condicionado	0.925	1	Climatização > Ar condicionado	0.925	1	Climatização > Ar condicionado	0.9464	1
11968	Climatização > Ar condicionado	Climatização > Ar condicionado	0.9231	1	Climatização > Ar condicionado	0.3247	1	Climatização > Ar condicionado	0.0759	1	Climatização > Ar condicionado	0.3453	1	Climatização > Ar condicionado	0.84	1	Climatização > Ar condicionado	0.75	1	Climatização > Ar condicionado	0.6033	1
11969	Suprimentos / Apoio Técnico > Materiais	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.4038	0	Outros > Outros	0.108	0	Outros > Outros	0.0336	0	Outros > Outros	0.1122	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.375	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.145	0	Instalação de Acessórios e Mobiliário > Mobiliário	0.1539	0
11970	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.9505	1	Hidrossanitária > Hidráulica	0.4691	1	Hidrossanitária > Hidráulica	0.1277	1	Hidrossanitária > Hidráulica	0.4401	1	Hidrossanitária > Hidráulica	0.865	1	Hidrossanitária > Hidráulica	0.675	1	Hidrossanitária > Hidráulica	0.8424	1
11971	Estrutura Predial > Esquadrias, porta, portão e janelas	Estrutura Predial > Esquadrias, porta, portão e janelas	0.548	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.1246	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0474	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.12	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.41	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.27	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.7659	1
11972	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.4258	1	Estrutura Predial > Infiltração	0.1528	0	Estrutura Predial > Infiltração	0.0523	0	Estrutura Predial > Infiltração	0.1332	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.34	1	Estrutura Predial > Infiltração	0.155	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.1461	0
11973	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.5414	1	Instalação de Acessórios e Mobiliário > Mobiliário	0.1463	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.028	1	Instalação de Acessórios e Mobiliário > Mobiliário	0.1295	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.425	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.23	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.2122	1
