linha	categoria_historica	pred_naive_bayes	conf_naive_bayes	acerto_naive_bayes	pred_regressao_logistica	conf_regressao_logistica	acerto_regressao_logistica	pred_linear_svc	conf_linear_svc	acerto_linear_svc	pred_sgd	conf_sgd	acerto_sgd	pred_extra_trees	conf_extra_trees	acerto_extra_trees	pred_random_forest	conf_random_forest	acerto_random_forest	pred_lstm	conf_lstm	acerto_lstm
77	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.7605	1	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.2795	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0439	1	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.1866	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.59	1	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.37	0	Projetos e Reformas > Reforma	0.4593	0
78	Elétrica > Instalações elétricas	Climatização > Ar condicionado	0.3059	0	Elétrica > Instalações elétricas	0.1141	1	Elétrica > Instalações elétricas	0.0407	1	Elétrica > Instalações elétricas	0.1282	1	Elétrica > Instalações elétricas	0.36	1	Elétrica > Instalações elétricas	0.27	1	Elétrica > Instalações elétricas	0.1738	1
79	Projetos e Reformas > Reforma	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.8117	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.1654	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0482	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.164	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.765	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.33	0	Instalação de Acessórios e Mobiliário > Mobiliário	0.2135	0
80	Elétrica > Instalações elétricas	Elétrica > Instalações elétricas	0.7409	1	Elétrica > Instalações elétricas	0.459	1	Elétrica > Instalações elétricas	0.1206	1	Elétrica > Instalações elétricas	0.3847	1	Elétrica > Instalações elétricas	0.62	1	Elétrica > Instalações elétricas	0.625	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.4102	0
81	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.6818	1	Instalação de Acessórios e Mobiliário > Mobiliário	0.139	0	Instalação de Acessórios e Mobiliário > Mobiliário	0.0375	0	Instalação de Acessórios e Mobiliário > Mobiliário	0.1533	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.35	1	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.161	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3164	1
82	Elétrica > Iluminação	Elétrica > Iluminação	0.6656	1	Elétrica > Iluminação	0.6834	1	Elétrica > Iluminação	0.1258	1	Elétrica > Iluminação	0.5722	1	Elétrica > Iluminação	0.825	1	Elétrica > Iluminação	0.775	1	Elétrica > Iluminação	0.8986	1
83	Elétrica > Instalações elétricas	Elétrica > Instalações elétricas	0.7071	1	Elétrica > Instalações elétricas	0.2248	1	Elétrica > Instalações elétricas	0.0621	1	Elétrica > Instalações elétricas	0.1992	1	Elétrica > Instalações elétricas	0.495	1	Elétrica > Instalações elétricas	0.31	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.3117	0
84	Suprimentos / Apoio Técnico > Materiais	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3185	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.076	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.036	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0654	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.34	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.165	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.5997	0
85	Elétrica > Instalações elétricas	Elétrica > Instalações elétricas	0.3529	1	Elétrica > Instalações elétricas	0.09	1	Elétrica > Instalações elétricas	0.0328	1	Elétrica > Instalações elétricas	0.0762	1	Elétrica > Instalações elétricas	0.3	1	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.1972	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.1272	0
86	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3772	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.1438	1	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.0324	1	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.0985	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.435	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.235	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3794	0
87	Elétrica > Iluminação	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.2849	0	Elétrica > Iluminação	0.0849	1	Estrutura Predial > Infiltração	0.0287	0	Elétrica > Iluminação	0.0798	1	Elétrica > Iluminação	0.47	1	Elétrica > Iluminação	0.55	1	Elétrica > Iluminação	0.1819	1
88	Elétrica > Instalações elétricas	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.5985	0	Elétrica > Instalações elétricas	0.128	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0274	0	Elétrica > Instalações elétricas	0.1221	1	Elétrica > Instalações elétricas	0.3464	1	Elétrica > Instalações elétricas	0.341	1	Outros > Erro de chamado	0.2892	0
89	Estrutura Predial > Esquadrias, porta, portão e janelas	Estrutura Predial > Esquadrias, porta, portão e janelas	0.485	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.1927	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0681	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.1717	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.51	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.535	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.5085	1
90	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.4918	0	Instalação de Acessórios e Mobiliário > Mobiliário	0.1705	0	Instalação de Acessórios e Mobiliário > Mobiliário	0.033	0	Instalação de Acessórios e Mobiliário > Mobiliário	0.1541	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.515	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.2	1	Projetos e Reformas > Reforma	0.2946	0
91	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.4722	1	Outros > Erro de chamado	0.1011	0	Suprimentos / Apoio Técnico > Materiais	0.0303	0	Outros > Erro de chamado	0.0808	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3554	1	Outros > Erro de chamado	0.215	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.2705	0
92	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	Elétrica > Instalações elétricas	0.2426	0	Outros > Erro de chamado	0.0599	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.0293	1	Climatização > Ar condicionado central	0.0484	0	Hidrossanitária > Hidráulica	0.16	0	Climatização > Ar condicionado central	0.185	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.3864	1
93	Elétrica > Iluminação	Climatização > Ar condicionado	0.3051	0	Elétrica > Iluminação	0.2596	1	Elétrica > Iluminação	0.0723	1	Elétrica > Iluminação	0.2422	1	Elétrica > Iluminação	0.8	1	Elétrica > Iluminação	0.67	1	Elétrica > Iluminação	0.9221	1
94	Elétrica > Instalações elétricas	Elétrica > Instalações elétricas	0.6068	1	Elétrica > Instalações elétricas	0.1438	1	Elétrica > Instalações elétricas	0.0368	1	Elétrica > Instalações elétricas	0.1474	1	Elétrica > Instalações elétricas	0.465	1	Elétrica > Instalações elétricas	0.33	1	Projetos e Reformas > Projeto	0.164	0
95	Climatização > Ar condicionado	Climatização > Ar condicionado	0.8504	1	Climatização > Ar condicionado	0.147	1	Climatização > Ar condicionado	0.0531	1	Climatização > Ar condicionado	0.1495	1	Climatização > Ar condicionado	0.75	1	Climatização > Ar condicionado	0.625	1	Climatização > Ar condicionado	0.8653	1
96	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3739	0	Projetos e Reformas > Reforma	0.0802	0	Elétrica > Instalações elétricas	0.0273	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0723	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.44	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.165	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3516	0
97	Outros > Erro de chamado	Climatização > Ar condicionado	0.3373	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.084	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.0328	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.0604	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.32	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.175	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.15	0
98	Projetos e Reformas > Reforma	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3826	0	Estrutura Predial > Pintura	0.57	0	Estrutura Predial > Pintura	0.0656	0	Estrutura Predial > Pintura	0.376	0	Estrutura Predial > Pintura	0.535	0	Estrutura Predial > Pintura	0.705	0	Estrutura Predial > Pintura	0.6154	0
99	Segurança contra Incêndio > Sistemas de combate a incêndio (extintores, hidrantes)	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3152	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.0621	0	Manutenção Preventiva > Extintor	0.0332	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0517	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.255	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.15	0	Elétrica > Iluminação	0.294	0
100	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.4822	1	Hidrossanitária > Hidráulica	0.1092	1	Manutenção Preventiva > Esgoto	0.0272	0	Hidrossanitária > Hidráulica	0.103	1	Hidrossanitária > Hidráulica	0.585	1	Hidrossanitária > Hidráulica	0.325	1	Hidrossanitária > Hidráulica	0.4298	1
101	Climatização > Ar condicionado	Climatização > Ar condicionado	0.9916	1	Climatização > Ar condicionado	0.8925	1	Climatização > Ar condicionado	0.2587	1	Climatização > Ar condicionado	0.7651	1	Climatização > Ar condicionado	0.965	1	Climatização > Ar condicionado	0.88	1	Climatização > Ar condicionado	0.9405	1
102	Elétrica > Instalações elétricas	Elétrica > Instalações elétricas	0.504	1	Elétrica > Instalações elétricas	0.1921	1	Elétrica > Instalações elétricas	0.0595	1	Elétrica > Instalações elétricas	0.1664	1	Elétrica > Instalações elétricas	0.615	1	Elétrica > Instalações elétricas	0.495	1	Elétrica > Instalações elétricas	0.4342	1
103	Climatização > Ar condicionado	Climatização > Ar condicionado	0.9933	1	Climatização > Ar condicionado	0.7416	1	Climatização > Ar condicionado	0.1558	1	Climatização > Ar condicionado	0.6477	1	Climatização > Ar condicionado	0.98	1	Climatização > Ar condicionado	0.895	1	Climatização > Ar condicionado	0.4335	1
104	Projetos e Reformas > Reforma	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.8201	0	Estrutura Predial > Pintura	0.5812	0	Estrutura Predial > Pintura	0.051	0	Estrutura Predial > Pintura	0.3969	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.505	0	Estrutura Predial > Pintura	0.485	0	Estrutura Predial > Pintura	0.2586	0
105	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.4136	0	Elétrica > Instalações elétricas	0.1074	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0343	0	Elétrica > Instalações elétricas	0.0996	0	Elétrica > Instalações elétricas	0.34	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.28	1	Projetos e Reformas > Projeto	0.1055	0
106	Suprimentos / Apoio Técnico > Materiais	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3972	0	Outros > Erro de chamado	0.0933	0	Outros > Erro de chamado	0.0268	0	Instalação de Acessórios e Mobiliário > Placas de identificação	0.0884	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.305	0	Instalação de Acessórios e Mobiliário > Placas de identificação	0.245	0	Projetos e Reformas > Projeto	0.3104	0
107	Estrutura Predial > Esquadrias, porta, portão e janelas	Estrutura Predial > Esquadrias, porta, portão e janelas	0.8637	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.6775	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.1014	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.536	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.805	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.7	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.1628	0
108	Elétrica > Iluminação	Elétrica > Iluminação	0.8456	1	Elétrica > Iluminação	0.7938	1	Elétrica > Iluminação	0.1546	1	Elétrica > Iluminação	0.6455	1	Elétrica > Iluminação	0.865	1	Elétrica > Iluminação	0.795	1	Elétrica > Iluminação	0.885	1
109	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3652	0	Outros > Erro de chamado	0.1713	0	Outros > Erro de chamado	0.0452	0	Outros > Erro de chamado	0.1319	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.26	0	Outros > Erro de chamado	0.235	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.1575	1
110	Estrutura Predial > Esquadrias, porta, portão e janelas	Estrutura Predial > Esquadrias, porta, portão e janelas	0.5116	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.2975	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0704	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.2536	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.86	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.57	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.9365	1
111	Suprimentos / Apoio Técnico > Materiais	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.755	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.2963	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0386	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.1874	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.68	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.366	0	Projetos e Reformas > Reforma	0.3471	0
112	Elétrica > Iluminação	Elétrica > Iluminação	0.4917	1	Elétrica > Iluminação	0.1416	1	Elétrica > Iluminação	0.0414	1	Manutenção Preventiva > Iluminação	0.1241	0	Elétrica > Iluminação	0.335	1	Elétrica > Iluminação	0.185	1	Manutenção Preventiva > Iluminação	0.3402	0
113	Suprimentos / Apoio Técnico > Materiais	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.5417	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0794	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.032	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0802	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.39	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.325	0	Instalação de Acessórios e Mobiliário > Mobiliário	0.3779	0
114	Estrutura Predial > Esquadrias, porta, portão e janelas	Climatização > Ar condicionado	0.2013	0	Outros > Erro de chamado	0.0523	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0265	1	Estrutura Predial > Telhados, calhas, rufos, etc.	0.0392	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.42	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.175	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.7467	1
115	Suprimentos / Apoio Técnico > Materiais	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.7687	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.1306	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.047	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.129	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.61	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.365	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.1657	0
116	Elétrica > Instalações elétricas	Elétrica > Instalações elétricas	0.8689	1	Elétrica > Instalações elétricas	0.4412	1	Elétrica > Instalações elétricas	0.0871	1	Elétrica > Instalações elétricas	0.3679	1	Elétrica > Instalações elétricas	0.635	1	Elétrica > Instalações elétricas	0.58	1	Elétrica > Nobreak	0.2855	0
117	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	Elétrica > Instalações elétricas	0.5622	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.1275	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.0307	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.0964	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.28	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.215	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.567	1
118	Estrutura Predial > Esquadrias, porta, portão e janelas	Estrutura Predial > Esquadrias, porta, portão e janelas	0.4268	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.2025	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0352	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.2001	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.48	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.405	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.521	1
